date;trend;replies;likes;caption
6/1/18, 05:31 PM;;0;0;See the latest #broker #ratings changes briefing.com/investor/calen... $AAL $IP $LXFT $MDGL $NAV $SFL $TTOO $UDR $ABBV $DB $GCO $HNNMY $OC $PERY
6/1/18, 04:15 PM;;0;0;H&M downgraded by Credit Suisse Group to underperform. marketbeat.com/stocks/OTCMK... $HNNMY
5/28/18, 07:07 AM;;0;0;Jefferies Group Sets H&M Q2 2018 Earnings Estimates at $0.06 EPS. wkrb13.com/2018/05/28/resea... $HNNMY
5/25/18, 01:15 PM;;0;0;Jefferies Group Lowers H&M FY2018 Earnings Estimates to $0.20 EPS (Previously $0.21). marketbeat.com/x/493077 $HNNMY
3/27/18, 11:56 AM;;0;1;H&M Q1 profits slump on lower prices and markdowns $HNNMY #HNNMY marketbeat.com/articles/hm-...
3/27/18, 10:56 AM;;0;0;H&M Shares Plunge to 2005 Low as Profits Slump, Inventory Swells $HNNMY thestreet.com/story/1453539...
3/2/18, 05:22 PM;;0;1;$HNNMY The moment to buy has come. Hear me, oh stwtters. The great return is here.
4/8/21, 10:14 PM;;0;0;H & M Hennes & Mauritz AB (publ)'s underperform rating reiterated at Credit Suisse Group AG. marketbeat.com/stocks/OTCMK... $HNNMY
4/6/21, 10:04 PM;;0;0;H & M Hennes & Mauritz AB (publ)'s hold rating reiterated at Berenberg Bank. marketbeat.com/stocks/OTCMK... $HNNMY
4/2/21, 10:59 PM;;0;0;$HNNMY NEW ARTICLE : Chinese authorities tell H&M to change the 'problematic map' stck.pro/news/HNNMY
4/2/21, 10:19 PM;;0;0;$HNNMY NEW ARTICLE : China admonishes H&M over ‘problematic' map on website stck.pro/news/HNNMY
4/2/21, 01:57 AM;;0;0;$HNNMY NEW ARTICLE : China boycotts Nike and H&M for stand on Uyghur labor camp stck.pro/news/HNNMY
4/1/21, 06:11 PM;;0;0;H & M Hennes & Mauritz AB (publ)'s sector perform rating reiterated at Royal Bank of Canada. marketbeat.com/stocks/OTCMK... $HNNMY
3/31/21, 11:37 PM;;0;0;$HNNMY NEW ARTICLE : H&M Pledges Long-Term Commitment to China After Backlash Over Cotton Decision stck.pro/news/HNNMY
3/31/21, 10:06 PM;;0;0;Useful admissions suggested in $HNNMY earnings call transcript seekingalpha.com/article/44...
3/31/21, 07:13 PM;;0;0;"$HNNMY NEW ARTICLE : Hennes &amp; Mauritz reports Q1 results stck.pro/news/HNNMY"
3/31/21, 06:21 PM;;0;0;$HNNMY NEW ARTICLE : H&M stock price plunges after reporting a quarterly loss stck.pro/news/HNNMY
3/31/21, 01:22 PM;;0;0;$HNNMY NEW ARTICLE : Hennes & Mauritz swings to a loss amid pandemic pressures stck.pro/news/HNNMY
3/31/21, 12:37 PM;;0;0;$HNNMY NEW ARTICLE : H&M swings to a net loss of £89 million in the fiscal first quarter stck.pro/news/HNNMY
3/31/21, 09:08 AM;;0;0;$HNNMY NEW ARTICLE : H&M confirms commitment to China after backlash stck.pro/news/HNNMY
3/31/21, 08:27 AM;;0;0;$HNNMY NEW ARTICLE : H&M swings to loss in first-quarter, will not propose dividend at AGM stck.pro/news/HNNMY
3/30/21, 09:07 PM;;0;0;$HNNMY NEW ARTICLE : H&M was wiped from the internet in China, sending a chilling warning to other retailers stck.pro/news/HNNMY
3/29/21, 06:13 PM;;0;0;$HNNMY NEW ARTICLE : How China's Outrage Machine Kicked Up a Storm Over H&M stck.pro/news/HNNMY
3/27/21, 05:49 AM;;0;0;$HNNMY - TA Alert: Price may turn the corner for Hennes Mauritz as On Balance Volume may… macroaxis.com/invest/Volume...
3/26/21, 09:09 PM;;0;0;$HNNMY NEW ARTICLE : H&M being erased from China stck.pro/news/HNNMY
3/26/21, 03:29 PM;;0;0;$HNNMY NEW ARTICLE : H&M erased on Chinese internet over Xinjiang statement stck.pro/news/HNNMY
3/26/21, 02:13 PM;;0;1;"$NKE $HNNMY $ADDYY $GPS 
China would"
3/26/21, 12:37 PM;;0;0;$HNNMY NEW ARTICLE : H&M vanishes from Chinese ride-hailing app Didi after Xinjiang backlash stck.pro/news/HNNMY
3/26/21, 10:13 AM;;0;0;$HNNMY NEW ARTICLE : H&M and Nike stock price analysis after facing calls for boycott in China stck.pro/news/HNNMY
3/26/21, 09:01 AM;;0;0;$HNNMY NEW ARTICLE : H&M and Burberry face backlash in China over Xinjiang statements stck.pro/news/HNNMY
3/26/21, 08:59 AM;;1;1;"H&M and Burberry face backlash in China over Xinjiang statements  $HNNMY $NKE $PVH
newsfilter.io/a/726e133fa5b..."
3/26/21, 05:45 AM;;0;0;$HNNMY NEW ARTICLE : Nike, H&M Face Boycotts in China stck.pro/news/HNNMY
3/26/21, 12:07 AM;Bearish;0;2;$HNNMY Western sanctions against China result in retaliation by China against clothing brands cweb.com/western-sanctions-...
3/25/21, 07:41 PM;;0;0;$HNNMY NEW ARTICLE : Nike and H&M Face China Backlash Over Xinjiang Human-Rights Stance stck.pro/news/HNNMY
3/25/21, 05:42 PM;;0;0;$HNNMY NEW ARTICLE : Nike and H&M face Chinese boycott over Xinjiang cotton comments stck.pro/news/HNNMY
3/25/21, 04:59 PM;;0;0;$HNNMY NEW ARTICLE : H&M, Nike join brands facing boycotts over statements on Xinjiang cotton stck.pro/news/HNNMY
3/25/21, 01:53 PM;;0;0;$HNNMY NEW ARTICLE : H&M gets wiped off major Chinese apps after an old statement about forced labor reappears stck.pro/news/HNNMY
3/25/21, 12:45 PM;;0;0;"$HNNMY $NKE Key News Alert 
H&M, Nike and other Western brands are under fire in China because of their stance on Xinjiang 
This article was first published on Thu Mar 25 2021 7:34am UTC 
Over 8 news items have been published on this topic"
3/25/21, 11:24 AM;;0;0;$HNNMY NEW ARTICLE : Chinese State Media Fuels Backlash Against Nike, H&M And Others Over Xinjiang ‘Forced Labor' Statements stck.pro/news/HNNMY
3/25/21, 10:43 AM;;0;0;$HNNMY NEW ARTICLE : H&M, Nike and other Western brands are under fire in China because of their stance on Xinjiang stck.pro/news/HNNMY
3/25/21, 08:48 AM;;0;0;$HNNMY NEW ARTICLE : China's commerce ministry hopes firms can correct mistakes amid H&M backlash stck.pro/news/HNNMY/11817564
3/25/21, 08:07 AM;;0;0;$HNNMY NEW ARTICLE : After H&M, more foreign retail brands under fire in China in Xinjiang fallout stck.pro/news/HNNMY
3/25/21, 03:05 AM;;0;0;$HNNMY NEW ARTICLE : H&M removed from Chinese apps over Xinjiang cotton boycott stck.pro/news/HNNMY
3/24/21, 08:55 PM;;0;0;$HNNMY NEW ARTICLE : Chinese Government Attacks H&M Over Statement On Xinjiang Forced Labor: Report stck.pro/news/HNNMY
3/24/21, 03:31 PM;Bullish;0;0;$HNNMY ASXC This is the future of surgery with Senhance. No other competitor has this kind of AI technology. Senhance will be the gold standard for surgery in the upcoming years. Minimum buyout value 2-4b+ ($30-$50 per share).  youtube.com/watch?v=dbCffQH...
3/19/21, 06:36 PM;;0;0;$HNNMY global sell out on recent collab with simone rocha
3/19/21, 06:35 PM;Bullish;0;0;$HNNMY lee x h&m almost sold out
3/19/21, 06:29 PM;Bullish;0;0;$HNNMY simone roche sell out
3/19/21, 06:27 PM;;0;0;$HNNMY anyone in here 😂
3/19/21, 02:14 PM;Bearish;0;0;What are the Hedge Funds going to do now? $HNNMY RSI Indicator left the overbought zone. View odds of downtrend. srnk.us/go/2608334/
3/18/21, 09:18 PM;;0;0;H & M Hennes & Mauritz AB (publ)'s sector perform rating reiterated at Royal Bank of Canada. marketbeat.com/stocks/OTCMK... $HNNMY
3/16/21, 09:19 PM;;0;0;H & M Hennes & Mauritz AB (publ)'s overweight rating reiterated at Barclays PLC. marketbeat.com/stocks/OTCMK... $HNNMY
3/15/21, 10:11 PM;;0;0;Good move or bad move? $HNNMY in +2.99% Uptrend, growing for three consecutive days on March 12, 2021. View odds for this and other indicators: srnk.us/go/2599796
3/15/21, 04:29 PM;;0;0;$HNNMY NEW ARTICLE : Global Apparel Giant H&M Says Sales Snap Back As 80 Pct Of Stores Have Reopened stck.pro/news/HNNMY
3/15/21, 08:53 AM;;0;0;$HNNMY NEW ARTICLE : H&M sales recover in March as stores reopen after lockdown stck.pro/news/HNNMY
3/10/21, 02:51 PM;;0;0;If you’re trading this week, Read This! $HNNMY in +3.2% Uptrend, rising for three consecutive days on March 8, 2021. View odds for this and other indicators: srnk.us/go/2587641/
