brand,Date,bullish,bearish,polarity
Nike,2021-01-07,2,1,0.33
Nike,2021-01-08,1,2,-0.33
Nike,2021-01-09,13,0,1.0
Nike,2021-01-10,4,0,1.0
Nike,2021-01-11,4,2,0.33
Nike,2021-01-12,4,2,0.33
Nike,2021-01-13,7,1,0.75
Nike,2021-01-14,7,2,0.56
Nike,2021-01-15,8,2,0.6
Nike,2021-01-16,2,0,1.0
Nike,2021-01-17,1,1,0.0
Nike,2021-01-18,2,1,0.33
Nike,2021-01-19,4,1,0.6
Nike,2021-01-20,11,1,0.83
Nike,2021-01-21,2,1,0.33
Nike,2021-01-22,4,0,1.0
Nike,2021-01-24,1,1,0.0
Nike,2021-01-25,13,1,0.86
Nike,2021-01-26,16,0,1.0
Nike,2021-01-27,26,0,1.0
Nike,2021-01-28,14,0,1.0
Nike,2021-01-29,7,0,1.0
Nike,2021-01-30,1,0,1.0
Nike,2021-01-31,5,0,1.0
Nike,2021-02-01,6,0,1.0
Nike,2021-02-02,14,1,0.87
Nike,2021-02-03,8,0,1.0
Nike,2021-02-04,11,1,0.83
Nike,2021-02-05,15,0,1.0
Nike,2021-02-06,3,0,1.0
Nike,2021-02-07,7,0,1.0
Nike,2021-02-08,13,7,0.3
Nike,2021-02-09,7,1,0.75
Nike,2021-02-10,4,0,1.0
Nike,2021-02-11,6,2,0.5
Nike,2021-02-12,4,0,1.0
Nike,2021-02-13,4,0,1.0
Nike,2021-02-15,1,0,1.0
Nike,2021-02-16,7,1,0.75
Nike,2021-02-17,3,1,0.5
Nike,2021-02-18,9,3,0.5
Nike,2021-02-19,7,1,0.75
Nike,2021-02-20,1,0,1.0
Nike,2021-02-21,9,2,0.64
Nike,2021-02-22,2,0,1.0
Nike,2021-02-23,5,2,0.43
Nike,2021-02-24,6,4,0.2
Nike,2021-02-25,7,0,1.0
Nike,2021-02-26,5,0,1.0
Nike,2021-02-27,3,0,1.0
Nike,2021-02-28,2,0,1.0
Nike,2021-03-01,8,0,1.0
Nike,2021-03-02,5,3,0.25
Nike,2021-03-03,3,1,0.5
Nike,2021-03-04,3,0,1.0
Nike,2021-03-05,0,1,-1.0
Nike,2021-03-06,0,1,-1.0
Nike,2021-03-07,2,0,1.0
Nike,2021-03-08,1,0,1.0
Nike,2021-03-09,4,0,1.0
Nike,2021-03-10,5,0,1.0
Nike,2021-03-11,9,1,0.8
Nike,2021-03-12,10,3,0.54
Nike,2021-03-13,1,3,-0.5
Nike,2021-03-14,4,1,0.6
Nike,2021-03-15,24,1,0.92
Nike,2021-03-16,16,2,0.78
Nike,2021-03-17,13,4,0.53
Nike,2021-03-18,57,24,0.41
Nike,2021-03-19,52,28,0.3
Nike,2021-03-20,9,0,1.0
Nike,2021-03-21,13,0,1.0
Nike,2021-03-22,21,4,0.68
Nike,2021-03-23,13,2,0.73
Nike,2021-03-24,5,2,0.43
Nike,2021-03-25,38,35,0.04
Nike,2021-03-26,14,17,-0.1
Nike,2021-03-27,2,4,-0.33
Nike,2021-03-28,2,6,-0.5
Nike,2021-03-29,9,6,0.2
Nike,2021-03-30,15,4,0.58
Nike,2021-03-31,8,2,0.6
Nike,2021-04-01,3,1,0.5
Nike,2021-04-02,2,1,0.33
Nike,2021-04-03,2,0,1.0
Nike,2021-04-04,1,0,1.0
Nike,2021-04-05,4,0,1.0
Nike,2021-04-06,6,0,1.0
Nike,2021-04-07,8,1,0.78
Nike,2021-04-08,10,2,0.67
Nike,2021-04-09,2,2,0.0
Nike,2021-04-10,1,0,1.0
Nike,2021-04-11,3,0,1.0
Nike,2021-04-12,10,0,1.0
Nike,2021-04-13,9,3,0.5
Nike,2021-04-14,7,2,0.56
Nike,2021-04-15,3,0,1.0
Nike,2021-04-16,7,1,0.75
Nike,2021-04-18,2,0,1.0
Nike,2021-04-19,3,3,0.0
Nike,2021-04-20,13,7,0.3
Nike,2021-04-21,16,16,0.0
Nike,2021-04-22,4,20,-0.67
Nike,2021-04-23,10,6,0.25
Nike,2021-04-24,2,0,1.0
Nike,2021-04-25,2,0,1.0
Pepsi,2019-07-02,1,0,1.0
Pepsi,2019-07-03,2,0,1.0
Pepsi,2019-07-05,5,0,1.0
Pepsi,2019-07-06,1,0,1.0
Pepsi,2019-07-07,1,0,1.0
Pepsi,2019-07-08,21,8,0.45
Pepsi,2019-07-09,44,8,0.69
Pepsi,2019-07-10,16,2,0.78
Pepsi,2019-07-11,2,0,1.0
Pepsi,2019-07-12,6,1,0.71
Pepsi,2019-07-15,1,1,0.0
Pepsi,2019-07-16,3,0,1.0
Pepsi,2019-07-17,1,0,1.0
Pepsi,2019-07-18,1,0,1.0
Pepsi,2019-07-19,1,1,0.0
Pepsi,2019-07-21,0,2,-1.0
Pepsi,2019-07-22,1,1,0.0
Pepsi,2019-07-23,3,0,1.0
Pepsi,2019-07-25,3,0,1.0
Pepsi,2019-07-26,1,2,-0.33
Pepsi,2019-07-28,2,0,1.0
Pepsi,2019-07-29,1,0,1.0
Pepsi,2019-07-30,1,1,0.0
Pepsi,2019-07-31,1,0,1.0
Pepsi,2019-08-01,1,0,1.0
Pepsi,2019-08-02,1,0,1.0
Pepsi,2019-08-05,1,0,1.0
Pepsi,2019-08-06,0,1,-1.0
Pepsi,2019-08-07,5,0,1.0
Pepsi,2019-08-08,2,0,1.0
Pepsi,2019-08-13,0,1,-1.0
Pepsi,2019-08-14,3,0,1.0
Pepsi,2019-08-15,2,0,1.0
Pepsi,2019-08-17,1,0,1.0
Pepsi,2019-08-19,2,0,1.0
Pepsi,2019-08-20,2,0,1.0
Pepsi,2019-08-21,4,0,1.0
Pepsi,2019-08-26,0,1,-1.0
Pepsi,2019-08-27,4,1,0.6
Pepsi,2019-08-28,2,0,1.0
Pepsi,2019-08-29,2,0,1.0
Pepsi,2019-09-03,2,1,0.33
Pepsi,2019-09-04,1,2,-0.33
Pepsi,2019-09-05,1,0,1.0
Pepsi,2019-09-06,1,0,1.0
Pepsi,2019-09-12,3,0,1.0
Pepsi,2019-09-13,1,0,1.0
Pepsi,2019-09-14,1,0,1.0
Pepsi,2019-09-16,1,0,1.0
Pepsi,2019-09-17,2,0,1.0
Pepsi,2019-09-18,0,1,-1.0
Pepsi,2019-09-19,1,0,1.0
Pepsi,2019-09-20,1,0,1.0
Pepsi,2019-09-22,1,0,1.0
Pepsi,2019-09-23,2,0,1.0
Pepsi,2019-09-24,3,0,1.0
Pepsi,2019-09-25,1,0,1.0
Pepsi,2019-09-26,4,0,1.0
Pepsi,2019-09-27,3,0,1.0
Pepsi,2019-09-28,2,0,1.0
Pepsi,2019-09-29,1,0,1.0
Pepsi,2019-09-30,6,0,1.0
Pepsi,2019-10-01,4,1,0.6
Pepsi,2019-10-02,17,2,0.79
Pepsi,2019-10-03,42,15,0.47
Pepsi,2019-10-04,10,1,0.82
Pepsi,2019-10-05,5,0,1.0
Pepsi,2019-10-06,1,1,0.0
Pepsi,2019-10-07,2,4,-0.33
Pepsi,2019-10-08,2,1,0.33
Pepsi,2019-10-10,0,1,-1.0
Pepsi,2019-10-11,4,0,1.0
Pepsi,2019-10-12,1,0,1.0
Pepsi,2019-10-13,1,0,1.0
Pepsi,2019-10-14,1,1,0.0
Pepsi,2019-10-15,1,4,-0.6
Pepsi,2019-10-16,2,1,0.33
Pepsi,2019-10-17,3,0,1.0
Pepsi,2019-10-19,1,0,1.0
Pepsi,2019-10-22,3,0,1.0
Pepsi,2019-10-23,1,1,0.0
Pepsi,2019-10-24,1,0,1.0
Pepsi,2019-10-30,1,1,0.0
Pepsi,2019-10-31,1,0,1.0
Pepsi,2019-11-01,1,1,0.0
Pepsi,2019-11-03,2,0,1.0
Pepsi,2019-11-04,0,2,-1.0
Pepsi,2019-11-05,1,0,1.0
Pepsi,2019-11-06,2,0,1.0
Pepsi,2019-11-07,1,1,0.0
Pepsi,2019-11-08,4,0,1.0
Pepsi,2019-11-09,1,1,0.0
Pepsi,2019-11-11,1,0,1.0
Pepsi,2019-11-12,5,0,1.0
Pepsi,2019-11-13,3,1,0.5
Pepsi,2019-11-14,1,0,1.0
Pepsi,2019-11-17,2,0,1.0
Pepsi,2019-11-18,3,0,1.0
Pepsi,2019-11-19,1,0,1.0
Pepsi,2019-11-20,2,1,0.33
Pepsi,2019-11-22,2,0,1.0
Pepsi,2019-11-23,1,0,1.0
Pepsi,2019-11-25,2,0,1.0
Pepsi,2019-11-26,3,0,1.0
Pepsi,2019-11-27,1,0,1.0
Pepsi,2019-11-30,1,0,1.0
Pepsi,2019-12-03,5,1,0.67
Pepsi,2019-12-04,5,0,1.0
Pepsi,2019-12-05,1,0,1.0
Pepsi,2019-12-06,4,0,1.0
Pepsi,2019-12-13,1,0,1.0
Pepsi,2019-12-16,2,1,0.33
Pepsi,2019-12-17,1,0,1.0
Pepsi,2019-12-18,2,0,1.0
Pepsi,2019-12-20,3,0,1.0
Pepsi,2019-12-21,4,0,1.0
Pepsi,2019-12-22,2,0,1.0
Pepsi,2019-12-23,1,0,1.0
Pepsi,2019-12-24,1,2,-0.33
Pepsi,2019-12-26,1,1,0.0
Pepsi,2019-12-27,1,0,1.0
Pepsi,2019-12-30,1,0,1.0
Pepsi,2020-01-03,1,0,1.0
Pepsi,2020-01-06,3,0,1.0
Pepsi,2020-01-07,3,0,1.0
Pepsi,2020-01-08,2,0,1.0
Pepsi,2020-01-09,1,2,-0.33
Pepsi,2020-01-10,2,0,1.0
Pepsi,2020-01-13,1,1,0.0
Pepsi,2020-01-14,2,0,1.0
Pepsi,2020-01-15,2,1,0.33
Pepsi,2020-01-16,2,3,-0.2
Pepsi,2020-01-17,2,0,1.0
Pepsi,2020-01-18,1,1,0.0
Pepsi,2020-01-19,1,0,1.0
Pepsi,2020-01-20,1,0,1.0
Pepsi,2020-01-21,2,1,0.33
Pepsi,2020-01-22,4,0,1.0
Pepsi,2020-01-23,1,2,-0.33
Pepsi,2020-01-24,1,3,-0.5
Pepsi,2020-01-25,0,1,-1.0
Pepsi,2020-01-27,1,1,0.0
Pepsi,2020-01-29,1,0,1.0
Pepsi,2020-01-30,1,0,1.0
Pepsi,2020-01-31,1,1,0.0
Pepsi,2020-02-03,2,0,1.0
Pepsi,2020-02-04,2,0,1.0
Pepsi,2020-02-05,1,0,1.0
Pepsi,2020-02-07,2,1,0.33
Pepsi,2020-02-08,1,0,1.0
Pepsi,2020-02-09,1,0,1.0
Pepsi,2020-02-10,6,1,0.71
Pepsi,2020-02-11,2,1,0.33
Pepsi,2020-02-12,6,3,0.33
Pepsi,2020-02-13,5,1,0.67
Pepsi,2020-02-14,3,1,0.5
Pepsi,2020-02-15,0,1,-1.0
Pepsi,2020-02-16,1,0,1.0
Pepsi,2020-02-17,1,0,1.0
Pepsi,2020-02-18,1,0,1.0
Pepsi,2020-02-19,2,0,1.0
Pepsi,2020-02-20,2,0,1.0
Pepsi,2020-02-21,2,0,1.0
Pepsi,2020-02-24,6,0,1.0
Pepsi,2020-02-25,1,1,0.0
Pepsi,2020-02-26,2,0,1.0
Pepsi,2020-02-27,1,0,1.0
Pepsi,2020-02-28,1,1,0.0
Pepsi,2020-02-29,1,0,1.0
Pepsi,2020-03-02,1,0,1.0
Pepsi,2020-03-03,9,0,1.0
Pepsi,2020-03-04,3,0,1.0
Pepsi,2020-03-05,3,2,0.2
Pepsi,2020-03-06,2,0,1.0
Pepsi,2020-03-08,1,0,1.0
Pepsi,2020-03-09,1,0,1.0
Pepsi,2020-03-10,2,0,1.0
Pepsi,2020-03-11,5,0,1.0
Pepsi,2020-03-12,1,0,1.0
Pepsi,2020-03-13,0,1,-1.0
Pepsi,2020-03-16,1,0,1.0
Pepsi,2020-03-17,2,1,0.33
Pepsi,2020-03-18,1,0,1.0
Pepsi,2020-03-19,2,1,0.33
Pepsi,2020-03-20,2,0,1.0
Pepsi,2020-03-22,1,0,1.0
Pepsi,2020-03-23,2,0,1.0
Pepsi,2020-03-24,6,0,1.0
Pepsi,2020-03-25,2,1,0.33
Pepsi,2020-03-26,1,0,1.0
Pepsi,2020-03-27,3,0,1.0
Pepsi,2020-03-30,4,1,0.6
Pepsi,2020-03-31,3,0,1.0
Pepsi,2020-04-01,2,1,0.33
Pepsi,2020-04-02,3,0,1.0
Pepsi,2020-04-03,4,0,1.0
Pepsi,2020-04-04,0,2,-1.0
Pepsi,2020-04-07,1,0,1.0
Pepsi,2020-04-08,0,1,-1.0
Pepsi,2020-04-11,2,0,1.0
Pepsi,2020-04-13,2,0,1.0
Pepsi,2020-04-14,4,0,1.0
Pepsi,2020-04-15,3,0,1.0
Pepsi,2020-04-16,5,1,0.67
Pepsi,2020-04-17,6,1,0.71
Pepsi,2020-04-18,1,0,1.0
Pepsi,2020-04-19,2,0,1.0
Pepsi,2020-04-20,3,1,0.5
Pepsi,2020-04-21,1,1,0.0
Pepsi,2020-04-22,1,1,0.0
Pepsi,2020-04-23,2,0,1.0
Pepsi,2020-04-24,7,0,1.0
Pepsi,2020-04-25,2,1,0.33
Pepsi,2020-04-26,1,0,1.0
Pepsi,2020-04-27,20,0,1.0
Pepsi,2020-04-28,24,0,1.0
Pepsi,2020-04-29,2,0,1.0
Pepsi,2020-04-30,2,4,-0.33
Pepsi,2020-05-03,1,0,1.0
Pepsi,2020-05-04,1,0,1.0
Pepsi,2020-05-06,2,0,1.0
Pepsi,2020-05-08,2,0,1.0
Pepsi,2020-05-11,1,0,1.0
Pepsi,2020-05-12,5,0,1.0
Pepsi,2020-05-13,2,0,1.0
Pepsi,2020-05-14,1,0,1.0
Pepsi,2020-05-15,4,0,1.0
Pepsi,2020-05-17,0,1,-1.0
Pepsi,2020-05-18,2,0,1.0
Pepsi,2020-05-19,2,0,1.0
Pepsi,2020-05-20,7,0,1.0
Pepsi,2020-05-21,13,2,0.73
Pepsi,2020-05-22,8,1,0.78
Pepsi,2020-05-23,2,0,1.0
Pepsi,2020-05-25,1,0,1.0
Pepsi,2020-05-26,12,1,0.85
Pepsi,2020-05-27,10,1,0.82
Pepsi,2020-05-28,15,0,1.0
Pepsi,2020-05-29,4,0,1.0
Pepsi,2020-05-30,2,0,1.0
Pepsi,2020-05-31,1,0,1.0
Pepsi,2020-06-01,9,0,1.0
Pepsi,2020-06-02,4,1,0.6
Pepsi,2020-06-03,3,0,1.0
Pepsi,2020-06-04,8,2,0.6
Pepsi,2020-06-05,8,3,0.45
Pepsi,2020-06-08,9,4,0.38
Pepsi,2020-06-09,7,0,1.0
Pepsi,2020-06-10,11,2,0.69
Pepsi,2020-06-11,5,3,0.25
Pepsi,2020-06-12,5,1,0.67
Pepsi,2020-06-13,1,0,1.0
Pepsi,2020-06-15,5,0,1.0
Pepsi,2020-06-16,1,0,1.0
Pepsi,2020-06-17,2,1,0.33
Pepsi,2020-06-18,4,2,0.33
Pepsi,2020-06-19,2,0,1.0
Pepsi,2020-06-20,1,0,1.0
Pepsi,2020-06-21,0,1,-1.0
Pepsi,2020-06-22,3,0,1.0
Pepsi,2020-06-23,2,1,0.33
Pepsi,2020-06-24,2,0,1.0
Pepsi,2020-06-25,4,0,1.0
Pepsi,2020-06-26,3,0,1.0
Pepsi,2020-06-27,0,1,-1.0
Pepsi,2020-06-28,2,0,1.0
Pepsi,2020-06-29,5,0,1.0
Pepsi,2020-06-30,0,1,-1.0
Pepsi,2020-07-01,3,0,1.0
Pepsi,2020-07-02,1,0,1.0
Pepsi,2020-07-03,2,0,1.0
Pepsi,2020-07-05,1,0,1.0
Pepsi,2020-07-06,6,0,1.0
Pepsi,2020-07-07,9,0,1.0
Pepsi,2020-07-08,8,0,1.0
Pepsi,2020-07-09,5,0,1.0
Pepsi,2020-07-10,17,1,0.89
Pepsi,2020-07-11,7,1,0.75
Pepsi,2020-07-12,7,1,0.75
Pepsi,2020-07-13,59,3,0.9
Pepsi,2020-07-14,5,1,0.67
Pepsi,2020-07-15,1,0,1.0
Pepsi,2020-07-16,1,0,1.0
Pepsi,2020-07-17,5,0,1.0
Pepsi,2020-07-18,1,0,1.0
Pepsi,2020-07-19,1,0,1.0
Pepsi,2020-07-20,3,0,1.0
Pepsi,2020-07-21,3,0,1.0
Pepsi,2020-07-22,2,0,1.0
Pepsi,2020-07-23,5,1,0.67
Pepsi,2020-07-24,3,1,0.5
Pepsi,2020-07-27,9,0,1.0
Pepsi,2020-07-28,5,2,0.43
Pepsi,2020-07-29,0,1,-1.0
Pepsi,2020-07-30,6,1,0.71
Pepsi,2020-07-31,4,1,0.6
Pepsi,2020-08-01,1,0,1.0
Pepsi,2020-08-03,2,0,1.0
Pepsi,2020-08-04,1,0,1.0
Pepsi,2020-08-05,4,0,1.0
Pepsi,2020-08-06,2,0,1.0
Pepsi,2020-08-07,2,0,1.0
Pepsi,2020-08-08,1,0,1.0
Pepsi,2020-08-10,2,1,0.33
Pepsi,2020-08-12,4,1,0.6
Pepsi,2020-08-13,2,2,0.0
Pepsi,2020-08-14,2,2,0.0
Pepsi,2020-08-16,2,0,1.0
Pepsi,2020-08-17,3,0,1.0
Pepsi,2020-08-19,1,1,0.0
Pepsi,2020-08-20,2,0,1.0
Pepsi,2020-08-21,1,0,1.0
Pepsi,2020-08-24,3,1,0.5
Pepsi,2020-08-25,1,0,1.0
Pepsi,2020-08-26,3,0,1.0
Pepsi,2020-08-27,5,0,1.0
Pepsi,2020-08-28,16,0,1.0
Pepsi,2020-08-29,3,0,1.0
Pepsi,2020-08-30,4,0,1.0
Pepsi,2020-08-31,11,0,1.0
Pepsi,2020-09-01,4,0,1.0
Pepsi,2020-09-02,15,0,1.0
Pepsi,2020-09-03,8,0,1.0
Pepsi,2020-09-04,8,0,1.0
Pepsi,2020-09-05,2,0,1.0
Pepsi,2020-09-06,1,0,1.0
Pepsi,2020-09-07,1,0,1.0
Pepsi,2020-09-08,2,0,1.0
Pepsi,2020-09-09,3,0,1.0
Pepsi,2020-09-10,3,0,1.0
Pepsi,2020-09-11,2,0,1.0
Pepsi,2020-09-13,1,0,1.0
Pepsi,2020-09-14,3,0,1.0
Pepsi,2020-09-15,3,0,1.0
Pepsi,2020-09-16,3,0,1.0
Pepsi,2020-09-17,2,0,1.0
Pepsi,2020-09-18,2,1,0.33
Pepsi,2020-09-19,1,0,1.0
Pepsi,2020-09-21,1,0,1.0
Pepsi,2020-09-22,2,0,1.0
Pepsi,2020-09-23,3,0,1.0
Pepsi,2020-09-24,2,1,0.33
Pepsi,2020-09-25,3,0,1.0
Pepsi,2020-09-26,1,0,1.0
Pepsi,2020-09-27,3,0,1.0
Pepsi,2020-09-28,25,1,0.92
Pepsi,2020-09-29,32,3,0.83
Pepsi,2020-09-30,29,3,0.81
Pepsi,2020-10-01,57,3,0.9
Pepsi,2020-10-02,10,1,0.82
Pepsi,2020-10-04,1,0,1.0
Pepsi,2020-10-05,7,0,1.0
Pepsi,2020-10-06,4,1,0.6
Pepsi,2020-10-07,3,0,1.0
Pepsi,2020-10-08,3,0,1.0
Pepsi,2020-10-09,2,0,1.0
Pepsi,2020-10-11,1,0,1.0
Pepsi,2020-10-12,1,0,1.0
Pepsi,2020-10-13,5,0,1.0
Pepsi,2020-10-14,2,0,1.0
Pepsi,2020-10-15,2,0,1.0
Pepsi,2020-10-16,2,0,1.0
Pepsi,2020-10-21,1,0,1.0
Pepsi,2020-10-22,1,0,1.0
Pepsi,2020-10-23,1,0,1.0
Pepsi,2020-10-26,1,0,1.0
Pepsi,2020-10-27,2,0,1.0
Pepsi,2020-10-28,0,1,-1.0
Pepsi,2020-10-29,2,1,0.33
Pepsi,2020-10-30,2,1,0.33
Pepsi,2020-10-31,1,0,1.0
Pepsi,2020-11-01,3,0,1.0
Pepsi,2020-11-02,2,0,1.0
Pepsi,2020-11-03,1,0,1.0
Pepsi,2020-11-04,4,0,1.0
Pepsi,2020-11-05,1,0,1.0
Pepsi,2020-11-06,3,0,1.0
Pepsi,2020-11-07,1,0,1.0
Pepsi,2020-11-09,6,0,1.0
Pepsi,2020-11-10,3,0,1.0
Pepsi,2020-11-11,7,1,0.75
Pepsi,2020-11-12,3,1,0.5
Pepsi,2020-11-13,2,0,1.0
Pepsi,2020-11-15,1,0,1.0
Pepsi,2020-11-16,1,0,1.0
Pepsi,2020-11-17,3,0,1.0
Pepsi,2020-11-18,3,0,1.0
Pepsi,2020-11-19,6,1,0.71
Pepsi,2020-11-23,3,0,1.0
Pepsi,2020-11-24,6,0,1.0
Pepsi,2020-11-25,5,0,1.0
Pepsi,2020-11-27,3,0,1.0
Pepsi,2020-11-28,2,0,1.0
Pepsi,2020-11-29,1,0,1.0
Pepsi,2020-11-30,5,0,1.0
Pepsi,2020-12-01,4,0,1.0
Pepsi,2020-12-02,8,0,1.0
Pepsi,2020-12-03,4,0,1.0
Pepsi,2020-12-04,2,0,1.0
Pepsi,2020-12-06,1,0,1.0
Pepsi,2020-12-07,1,0,1.0
Pepsi,2020-12-09,4,0,1.0
Pepsi,2020-12-10,6,0,1.0
Pepsi,2020-12-11,6,0,1.0
Pepsi,2020-12-13,1,0,1.0
Pepsi,2020-12-14,1,0,1.0
Pepsi,2020-12-15,1,0,1.0
Pepsi,2020-12-16,2,0,1.0
Pepsi,2020-12-17,3,0,1.0
Pepsi,2020-12-19,1,0,1.0
Pepsi,2020-12-20,1,1,0.0
Pepsi,2020-12-21,4,0,1.0
Pepsi,2020-12-22,1,0,1.0
Pepsi,2020-12-23,1,0,1.0
Pepsi,2020-12-24,0,1,-1.0
Pepsi,2020-12-25,1,0,1.0
Pepsi,2020-12-28,1,0,1.0
Pepsi,2020-12-29,4,0,1.0
Pepsi,2021-01-01,1,0,1.0
Pepsi,2021-01-02,1,0,1.0
Pepsi,2021-01-04,4,0,1.0
Pepsi,2021-01-05,6,0,1.0
Pepsi,2021-01-06,7,0,1.0
Pepsi,2021-01-07,4,0,1.0
Pepsi,2021-01-08,6,0,1.0
Pepsi,2021-01-09,2,0,1.0
Pepsi,2021-01-10,3,1,0.5
Pepsi,2021-01-11,0,1,-1.0
Pepsi,2021-01-12,2,0,1.0
Pepsi,2021-01-13,2,0,1.0
Pepsi,2021-01-14,6,0,1.0
Pepsi,2021-01-15,13,1,0.86
Pepsi,2021-01-16,1,0,1.0
Pepsi,2021-01-17,1,0,1.0
Pepsi,2021-01-18,1,0,1.0
Pepsi,2021-01-20,1,0,1.0
Pepsi,2021-01-21,2,0,1.0
Pepsi,2021-01-22,1,0,1.0
Pepsi,2021-01-23,1,0,1.0
Pepsi,2021-01-24,1,0,1.0
Pepsi,2021-01-25,4,1,0.6
Pepsi,2021-01-26,18,1,0.89
Pepsi,2021-01-27,4,2,0.33
Pepsi,2021-01-28,1,0,1.0
Pepsi,2021-01-29,0,1,-1.0
Pepsi,2021-01-31,1,0,1.0
Pepsi,2021-02-02,1,0,1.0
Pepsi,2021-02-03,3,0,1.0
Pepsi,2021-02-04,3,0,1.0
Pepsi,2021-02-05,4,0,1.0
Pepsi,2021-02-06,1,0,1.0
Pepsi,2021-02-07,4,0,1.0
Pepsi,2021-02-08,1,1,0.0
Pepsi,2021-02-09,2,0,1.0
Pepsi,2021-02-10,9,2,0.64
Pepsi,2021-02-11,39,0,1.0
Pepsi,2021-02-12,19,0,1.0
Pepsi,2021-02-13,2,0,1.0
Pepsi,2021-02-14,4,1,0.6
Pepsi,2021-02-15,3,0,1.0
Pepsi,2021-02-16,12,1,0.85
Pepsi,2021-02-17,8,1,0.78
Pepsi,2021-02-18,16,0,1.0
Pepsi,2021-02-19,10,0,1.0
Pepsi,2021-02-20,4,1,0.6
Pepsi,2021-02-22,4,1,0.6
Pepsi,2021-02-23,14,2,0.75
Pepsi,2021-02-24,8,1,0.78
Pepsi,2021-02-25,11,2,0.69
Pepsi,2021-02-26,6,2,0.5
Pepsi,2021-02-27,1,2,-0.33
Pepsi,2021-02-28,2,0,1.0
Pepsi,2021-03-01,6,0,1.0
Starbucks,2020-05-28,16,3,0.68
Starbucks,2020-05-29,4,6,-0.2
Starbucks,2020-05-30,0,3,-1.0
Starbucks,2020-05-31,4,1,0.6
Starbucks,2020-06-01,15,3,0.67
Starbucks,2020-06-02,10,10,0.0
Starbucks,2020-06-03,13,3,0.62
Starbucks,2020-06-04,18,1,0.89
Starbucks,2020-06-05,28,3,0.81
Starbucks,2020-06-06,12,1,0.85
Starbucks,2020-06-07,8,0,1.0
Starbucks,2020-06-08,20,2,0.82
Starbucks,2020-06-09,13,1,0.86
Starbucks,2020-06-10,36,45,-0.11
Starbucks,2020-06-11,52,97,-0.3
Starbucks,2020-06-12,49,97,-0.33
Starbucks,2020-06-13,16,12,0.14
Starbucks,2020-06-14,3,2,0.2
Starbucks,2020-06-15,40,23,0.27
Starbucks,2020-06-16,22,7,0.52
Starbucks,2020-06-17,10,9,0.05
Starbucks,2020-06-18,11,6,0.29
Starbucks,2020-06-19,3,1,0.5
Starbucks,2020-06-20,2,0,1.0
Starbucks,2020-06-22,2,5,-0.43
Starbucks,2020-06-23,12,3,0.6
Starbucks,2020-06-24,11,10,0.05
Starbucks,2020-06-25,12,12,0.0
Starbucks,2020-06-26,13,10,0.13
Starbucks,2020-06-27,4,0,1.0
Starbucks,2020-06-28,12,9,0.14
Starbucks,2020-06-29,21,7,0.5
Starbucks,2020-06-30,10,1,0.82
Starbucks,2020-07-01,12,2,0.71
Starbucks,2020-07-02,7,2,0.56
Starbucks,2020-07-03,4,0,1.0
Starbucks,2020-07-04,1,1,0.0
Starbucks,2020-07-05,1,0,1.0
Starbucks,2020-07-06,7,2,0.56
Starbucks,2020-07-07,5,1,0.67
Starbucks,2020-07-08,9,2,0.64
Starbucks,2020-07-09,16,5,0.52
Starbucks,2020-07-10,10,2,0.67
Starbucks,2020-07-11,0,2,-1.0
Starbucks,2020-07-12,3,0,1.0
Starbucks,2020-07-13,12,7,0.26
Starbucks,2020-07-14,9,7,0.12
Starbucks,2020-07-15,18,12,0.2
Starbucks,2020-07-16,13,2,0.73
Starbucks,2020-07-17,2,1,0.33
Starbucks,2020-07-18,2,0,1.0
Starbucks,2020-07-20,12,3,0.6
Starbucks,2020-07-21,17,2,0.79
Starbucks,2020-07-22,18,2,0.8
Starbucks,2020-07-23,11,1,0.83
Starbucks,2020-07-24,10,3,0.54
Starbucks,2020-07-25,5,0,1.0
Starbucks,2020-07-26,4,1,0.6
Starbucks,2020-07-27,13,4,0.53
Starbucks,2020-07-28,72,70,0.01
Starbucks,2020-07-29,55,43,0.12
Starbucks,2020-07-30,10,8,0.11
Starbucks,2020-07-31,3,1,0.5
Starbucks,2020-08-01,2,0,1.0
Starbucks,2020-08-02,0,1,-1.0
Starbucks,2020-08-03,6,5,0.09
Starbucks,2020-08-04,11,3,0.57
Starbucks,2020-08-05,12,2,0.71
Starbucks,2020-08-06,8,0,1.0
Starbucks,2020-08-07,4,1,0.6
Starbucks,2020-08-08,3,0,1.0
Starbucks,2020-08-09,1,0,1.0
Starbucks,2020-08-10,14,2,0.75
Starbucks,2020-08-11,23,3,0.77
Starbucks,2020-08-12,12,5,0.41
Starbucks,2020-08-13,10,1,0.82
Starbucks,2020-08-14,9,1,0.8
Starbucks,2020-08-15,4,0,1.0
Starbucks,2020-08-16,2,0,1.0
Starbucks,2020-08-17,7,4,0.27
Starbucks,2020-08-18,7,0,1.0
Starbucks,2020-08-19,4,2,0.33
Starbucks,2020-08-20,6,1,0.71
Starbucks,2020-08-21,2,2,0.0
Starbucks,2020-08-23,1,1,0.0
Starbucks,2020-08-24,14,1,0.87
Starbucks,2020-08-25,69,6,0.84
Starbucks,2020-08-26,21,6,0.56
Starbucks,2020-08-27,16,4,0.6
Starbucks,2020-08-28,27,5,0.69
Starbucks,2020-08-29,8,0,1.0
Starbucks,2020-08-30,8,0,1.0
Starbucks,2020-08-31,23,0,1.0
Starbucks,2020-09-01,29,1,0.93
