brand,Date,sentiment_neg,sentiment_neu,sentiment_pos,sentiment_neg_perc,sentiment_pos_perc,polarity
Apple,2020-08-10,0.04055612391516754,0.8716357261911604,0.08780464394505431,31.6,68.4,36.800000000000004
Apple,2020-08-17,0.03335558662472329,0.871384189677269,0.09525993242456017,25.93,74.07,48.13999999999999
Apple,2020-08-24,0.032984931087289435,0.8744450229709035,0.0925666156202144,26.27,73.73,47.46000000000001
Apple,2020-08-31,0.02858788250528181,0.874318407960199,0.09709193757241193,22.75,77.25,54.5
Apple,2020-09-07,0.026863186318631865,0.8814388977359274,0.0916980544208267,22.66,77.34,54.68000000000001
Apple,2020-09-14,0.028557413075896713,0.8782989168825053,0.09314280668707324,23.47,76.53,53.06
Apple,2020-09-21,0.028678220524017466,0.8736866129912664,0.09763571233624455,22.7,77.3,54.599999999999994
Apple,2020-09-28,0.028721443189570227,0.8737115136814978,0.09756734632001818,22.74,77.26,54.52000000000001
Apple,2020-10-05,0.029568559640820287,0.874083302997209,0.09634862273995874,23.48,76.52,53.03999999999999
Apple,2020-10-12,0.028804356983811757,0.8744724378648372,0.09672070770897274,22.95,77.05,54.099999999999994
Apple,2020-10-19,0.025904051172707887,0.8701909381663112,0.10390453091684435,19.96,80.04,60.080000000000005
Apple,2020-10-26,0.02992723508097316,0.8745889225763515,0.09548169784811063,23.86,76.14,52.28
Coca-Cola,2019-07-01,0.0282921511627907,0.8531438953488372,0.11855377906976744,19.27,80.73,61.46000000000001
Coca-Cola,2019-07-08,0.025683257918552034,0.8644147812971342,0.10990950226244345,18.94,81.06,62.120000000000005
Coca-Cola,2019-07-15,0.02538474025974026,0.8553084415584415,0.11930681818181818,17.54,82.46,64.91999999999999
Coca-Cola,2019-07-22,0.018692480359147026,0.8361010101010101,0.14519528619528618,11.41,88.59,77.18
Coca-Cola,2019-07-29,0.025614828209764916,0.8615479204339963,0.11284448462929475,18.5,81.5,63.0
Coca-Cola,2019-08-05,0.03233333333333333,0.8494514145141452,0.11823247232472325,21.47,78.53,57.06
Coca-Cola,2019-08-12,0.024350439882697947,0.8747052785923753,0.10093548387096773,19.44,80.56,61.120000000000005
Coca-Cola,2019-08-19,0.02252604828462516,0.8977382465057179,0.07973570520965693,22.03,77.97,55.94
Coca-Cola,2019-08-26,0.022642384105960266,0.9164191106906339,0.060943235572374646,27.09,72.91,45.81999999999999
Coca-Cola,2019-09-02,0.02021090047393365,0.9176883886255924,0.06209241706161137,24.56,75.44,50.879999999999995
Coca-Cola,2019-09-09,0.024083044982698962,0.858811418685121,0.117098615916955,17.06,82.94,65.88
