date,sentiment_neg,sentiment_neu,sentiment_pos
2019-07-30 18:05:13+00:00,"0,0","1,0","0,0"
2019-07-30 18:02:49+00:00,,,
2019-07-30 18:01:17+00:00,,,
2019-07-30 18:00:17+00:00,"0,0","0,755","0,245"
2019-07-30 18:00:00+00:00,"0,0","0,873","0,127"
2019-07-30 17:58:49+00:00,"0,0","0,79","0,21"
2019-07-30 17:52:56+00:00,,,
2019-07-30 17:50:33+00:00,,,
2019-07-30 17:49:04+00:00,"0,172","0,746","0,083"
2019-07-30 17:48:06+00:00,"0,0","1,0","0,0"
2019-07-30 17:37:32+00:00,"0,0","0,888","0,112"
2019-07-30 17:36:29+00:00,,,
2019-07-30 17:32:57+00:00,"0,0","0,629","0,371"
2019-07-30 17:30:13+00:00,"0,0","1,0","0,0"
2019-07-30 17:30:00+00:00,"0,0","1,0","0,0"
2019-07-30 17:18:17+00:00,,,
2019-07-30 17:17:12+00:00,,,
2019-07-30 17:15:09+00:00,"0,0","0,824","0,176"
2019-07-30 17:13:42+00:00,"0,0","0,856","0,144"
2019-07-30 17:13:30+00:00,"0,0","0,943","0,057"
2019-07-30 17:07:15+00:00,"0,0","0,868","0,132"
2019-07-30 17:03:12+00:00,,,
2019-07-30 17:02:59+00:00,"0,155","0,737","0,108"
2019-07-30 17:01:37+00:00,,,
2019-07-30 17:00:00+00:00,,,
2018-08-16 04:00:39+00:00,"0,0","0,635","0,365"
2019-07-30 16:56:37+00:00,"0,0","0,909","0,091"
2019-07-30 16:56:03+00:00,"0,0","0,954","0,046"
2019-07-30 16:47:01+00:00,"0,0","0,951","0,049"
2019-07-30 16:31:42+00:00,"0,0","1,0","0,0"
2019-07-30 16:31:05+00:00,"0,228","0,704","0,069"
2019-07-30 16:30:58+00:00,"0,0","0,922","0,078"
2019-07-30 16:30:53+00:00,"0,03","0,97","0,0"
2019-07-30 16:30:29+00:00,"0,0","1,0","0,0"
2019-07-30 16:27:02+00:00,"0,0","0,705","0,295"
2019-07-30 16:26:59+00:00,"0,0","0,599","0,401"
2019-07-30 16:26:03+00:00,,,
2019-07-30 16:25:47+00:00,,,
2019-07-30 16:25:10+00:00,"0,0","0,895","0,105"
2019-07-30 16:24:25+00:00,,,
2019-07-30 16:22:24+00:00,"0,0","1,0","0,0"
2019-07-30 16:20:09+00:00,,,
2019-07-30 16:20:07+00:00,"0,181","0,734","0,085"
2019-07-30 16:09:42+00:00,,,
2019-07-30 16:06:43+00:00,"0,0","0,496","0,504"
2019-07-30 16:06:43+00:00,"0,0","1,0","0,0"
2019-07-30 16:06:21+00:00,,,
2019-07-30 16:04:31+00:00,,,
2019-07-30 16:01:48+00:00,"0,0","0,731","0,269"
2019-07-30 16:00:50+00:00,"0,117","0,73","0,152"
2019-07-30 16:00:14+00:00,,,
2019-07-30 15:59:44+00:00,"0,068","0,932","0,0"
2019-07-30 15:57:42+00:00,,,
